u,v,key,osmid,highway,maxspeed,name,oneway,reversed,length,geometry,service,lanes,bridge,access,width,ref,junction,tunnel,est_width,area
2596893092,6853636706,0,99478115,tertiary,50,Ostra-Allee,False,False,27.154071917075036,"LINESTRING (13.7305326 51.0542926, 13.7307209 51.054079)",,2,,,,,,,,
2596893092,5712122266,0,99478115,tertiary,50,Ostra-Allee,False,True,36.545699674555436,"LINESTRING (13.7305326 51.0542926, 13.7302733 51.054578)",,2,,,,,,,,
2610832901,25117016,0,61320006,tertiary,20,Wilsdruffer Straße,True,False,68.01625923354625,"LINESTRING (13.7382166 51.0503688, 13.7372643 51.0504944)",,1,,,3.25,,,,,
2610832910,30409381,0,1226680710,tertiary,20,Wilsdruffer Straße,True,False,68.30675828195467,"LINESTRING (13.7381626 51.0501646, 13.7391197 51.0500407)",,1,,,3.25,,,,,
2859364349,16574563,0,99478115,tertiary,50,Ostra-Allee,False,False,50.20906309895429,"LINESTRING (13.7295641 51.0553593, 13.7299198 51.054967)",,2,,,,,,,,
2859364349,2859364354,0,99478115,tertiary,50,Ostra-Allee,False,True,32.582570946708266,"LINESTRING (13.7295641 51.0553593, 13.729337 51.0556152)",,2,,,,,,,,
2859364354,2859364349,0,99478115,tertiary,50,Ostra-Allee,False,False,32.582570946708266,"LINESTRING (13.729337 51.0556152, 13.7295641 51.0553593)",,2,,,,,,,,
2859364354,16574557,0,99478115,tertiary,50,Ostra-Allee,False,True,33.74180666667612,"LINESTRING (13.729337 51.0556152, 13.7290973 51.0558786)",,2,,,,,,,,
3098430373,2403640605,0,99478127,tertiary,50,Ostra-Allee,False,False,57.33612038282707,"LINESTRING (13.7273607 51.0578807, 13.7273854 51.0578553, 13.7274474 51.0577916, 13.7274701 51.0577684, 13.7277683 51.0574333)",,2,,,,,,,,
3175417565,30122604,0,255598297,residential,30,Schießgasse,False,True,38.05636497571986,"LINESTRING (13.744147 51.0505559, 13.7443857 51.0508635)",,,,,,,,,,
3175417565,2517197942,0,255598297,residential,30,Schießgasse,False,False,52.72447089802477,"LINESTRING (13.744147 51.0505559, 13.7438723 51.0501991, 13.7438184 51.0501291)",,,,,,,,,,
3175569186,1150742693,0,"[769451718, 769451719]",tertiary,20,Wilsdruffer Straße,True,False,39.92626862123302,"LINESTRING (13.7343288 51.0508389, 13.7340477 51.0508778, 13.7339812 51.050887, 13.7338819 51.0508999, 13.7337707 51.0509153)",,1,,,4,,,,,
3241276479,16574555,0,366341918,tertiary,50,Ostra-Allee,False,False,23.05797820301519,"LINESTRING (13.7282509 51.0568567, 13.7283195 51.0567615, 13.7283904 51.0566688)",,,,,11.1,,,,,
3241276479,1854509227,0,366341918,tertiary,50,Ostra-Allee,False,True,24.928111743963385,"LINESTRING (13.7282509 51.0568567, 13.7281855 51.0569467, 13.7280957 51.0570585)",,,,,11.1,,,,,
3241675425,207264815,0,28092852,residential,50,Ostra-Allee,False,False,2.9054217089653958,"LINESTRING (13.7327343 51.051851, 13.7327557 51.0518286)",,,,,,,,,,
3241675425,3952935088,0,28092852,residential,50,Ostra-Allee,False,True,24.093301713317114,"LINESTRING (13.7327343 51.051851, 13.732635 51.0519547, 13.7325567 51.0520367)",,,,,,,,,,
3459501214,92307034,0,91767581,secondary,,Lockwitzgrund,False,True,8.253385499762533,"LINESTRING (13.8001457 50.9840527, 13.8002566 50.9840779)",,2,,,,S 183,,,,
3459501214,257891398,0,91767584,secondary,50,Lockwitzgrund,False,False,82.24295888760244,"LINESTRING (13.8001457 50.9840527, 13.7993722 50.9838625, 13.7990511 50.983784)",,2,,,,S 183,,,,
3459501218,5240901760,0,91767584,secondary,50,Lockwitzgrund,False,False,49.285129703825746,"LINESTRING (13.7983194 50.9836086, 13.798001 50.9835247, 13.7976877 50.9834145)",,2,,,,S 183,,,,
3459501218,257891398,0,91767584,secondary,50,Lockwitzgrund,False,True,54.810211774558795,"LINESTRING (13.7983194 50.9836086, 13.7988455 50.9837326, 13.7990511 50.983784)",,2,,,,S 183,,,,
3459763910,6744668581,0,91796021,secondary,30,Lockwitzgrund,False,False,18.008606434561585,"LINESTRING (13.7941764 50.9779494, 13.7940943 50.977931, 13.7939396 50.9778865)",,2,,,,S 183,,,,
3459763910,85890601,0,"[208772475, 91796021, 91796022, 1087196387]",secondary,"['50', '30']",Lockwitzgrund,False,True,511.6405728577613,"LINESTRING (13.7941764 50.9779494, 13.7950435 50.9782106, 13.7952692 50.9783071, 13.7953897 50.9783703, 13.7954876 50.9784741, 13.795556 50.9786329, 13.7955622 50.9787563, 13.7955135 50.9789988, 13.7954372 50.9795553, 13.7953079 50.980319, 13.7952824 50.9805521, 13.7952864 50.9807522, 13.7953075 50.9808679, 13.7953615 50.9810325, 13.7954514 50.9811879, 13.7959271 50.9818257, 13.796032 50.9819687)",,2,,,,S 183,,,,
3586382638,11158723156,0,"[352633794, 352633787, 352860508]","['pedestrian', 'footway', 'steps']",,Altmarkt,False,"[False, True]",13.702452484828266,"LINESTRING (13.7378908 51.0494592, 13.7379154 51.0494576, 13.7379128 51.0494417, 13.7379016 51.0493764, 13.7378998 51.049366, 13.7378752 51.0493677)",,,,,1,,,building_passage,,
3586382638,11158723156,1,"[352633794, 352860508, 352860501]","['pedestrian', 'footway', 'steps']",,Altmarkt,False,"[False, True]",13.700257154014887,"LINESTRING (13.7378908 51.0494592, 13.7378662 51.0494609, 13.7378635 51.0494449, 13.7378523 51.0493797, 13.7378505 51.0493694, 13.7378752 51.0493677)",,,,,1,,,building_passage,,
3904070639,2569330419,0,"[250494376, 387067012]","['pedestrian', 'footway']",,Altmarkt,False,False,23.386402055068448,"LINESTRING (13.7370598 51.0501271, 13.7371057 51.05027, 13.737074 51.0502604, 13.7370081 51.0502695)",,,,,,,,,,
3904070639,2569330423,0,250494376,pedestrian,,Altmarkt,False,True,107.25153278532852,"LINESTRING (13.7370598 51.0501271, 13.7369226 51.0498066, 13.7368526 51.0491755)",,,,,,,,,,
3952935088,3241675425,0,28092852,residential,50,Ostra-Allee,False,False,24.093301713317114,"LINESTRING (13.7325567 51.0520367, 13.732635 51.0519547, 13.7327343 51.051851)",,,,,,,,,,
3952935088,1988759651,0,28092852,residential,50,Ostra-Allee,False,True,45.07071604858573,"LINESTRING (13.7325567 51.0520367, 13.732499 51.0521011, 13.7322398 51.0523897)",,,,,,,,,,
5240901296,7301143492,0,4874493,secondary,30,Lockwitzgrund,False,False,44.36095787353288,"LINESTRING (13.8028073 50.9862659, 13.8024802 50.9859242)",,2,,,,S 183,,,,
5240901296,31471508,0,4874493,secondary,30,Lockwitzgrund,False,True,34.42753127738446,"LINESTRING (13.8028073 50.9862659, 13.8029148 50.9863782, 13.8029625 50.9864607, 13.8029641 50.9865514)",,2,,,,S 183,,,,
5240901760,85890601,0,"[91767584, 1087196386]",secondary,50,Lockwitzgrund,False,False,201.86880475723257,"LINESTRING (13.7976877 50.9834145, 13.7974985 50.9833364, 13.7973122 50.9832408, 13.7970849 50.9831172, 13.7969206 50.9830028, 13.7967617 50.9828618, 13.7966457 50.9827047, 13.7965822 50.9826124, 13.7964854 50.9824717, 13.7962133 50.9821698, 13.796032 50.9819687)",,2,,,,S 183,,,,
5240901760,3459501218,0,91767584,secondary,50,Lockwitzgrund,False,True,49.285129703825746,"LINESTRING (13.7976877 50.9834145, 13.798001 50.9835247, 13.7983194 50.9836086)",,2,,,,S 183,,,,
5712122266,2596893092,0,99478115,tertiary,50,Ostra-Allee,False,False,36.545699674555436,"LINESTRING (13.7302733 51.054578, 13.7305326 51.0542926)",,2,,,,,,,,
5712122266,6853636691,0,99478115,tertiary,50,Ostra-Allee,False,True,7.498887963594797,"LINESTRING (13.7302733 51.054578, 13.7302202 51.0546366)",,2,,,,,,,,
6744668581,3459763910,0,91796021,secondary,30,Lockwitzgrund,False,True,18.008606434561585,"LINESTRING (13.7939396 50.9778865, 13.7940943 50.977931, 13.7941764 50.9779494)",,2,,,,S 183,,,,
6853636691,5712122266,0,99478115,tertiary,50,Ostra-Allee,False,False,7.498887963594797,"LINESTRING (13.7302202 51.0546366, 13.7302733 51.054578)",,2,,,,,,,,
6853636691,16574563,0,99478115,tertiary,50,Ostra-Allee,False,True,42.3153674995832,"LINESTRING (13.7302202 51.0546366, 13.7299198 51.054967)",,2,,,,,,,,
6853636706,2596893092,0,99478115,tertiary,50,Ostra-Allee,False,True,27.154071917075036,"LINESTRING (13.7307209 51.054079, 13.7305326 51.0542926)",,2,,,,,,,,
6853636706,25116946,0,99478115,tertiary,50,Ostra-Allee,False,False,87.51967067868165,"LINESTRING (13.7307209 51.054079, 13.7312301 51.0535144, 13.731339 51.0533945)",,2,,,,,,,,
7301143492,7301143494,0,4874493,secondary,30,Lockwitzgrund,False,False,4.891162059297127,"LINESTRING (13.8024802 50.9859242, 13.8024442 50.9858865)",,2,,,,S 183,,,,
7301143492,5240901296,0,4874493,secondary,30,Lockwitzgrund,False,True,44.36095787353288,"LINESTRING (13.8024802 50.9859242, 13.8028073 50.9862659)",,2,,,,S 183,,,,
7301143494,7301143492,0,4874493,secondary,30,Lockwitzgrund,False,True,4.891162059297127,"LINESTRING (13.8024442 50.9858865, 13.8024802 50.9859242)",,2,,,,S 183,,,,
7301143494,31471510,0,4874493,secondary,30,Lockwitzgrund,False,False,29.82558831715197,"LINESTRING (13.8024442 50.9858865, 13.8023263 50.9857634, 13.8022562 50.985647)",,2,,,,S 183,,,,
7344913555,399522123,0,"[224898483, 4927254]",unclassified,30,Zschonergrund,False,False,31.335452632180832,"LINESTRING (13.6404618 51.05849, 13.6406419 51.0585024, 13.6409072 51.0585223)",,,,,,,,,,
7344913555,274876204,0,4927254,unclassified,30,Zschonergrund,False,True,106.12897481222736,"LINESTRING (13.6404618 51.05849, 13.6403178 51.0584941, 13.6401679 51.0585192, 13.6400075 51.0585807, 13.639878 51.0586701, 13.6395693 51.0589239, 13.6394794 51.05895, 13.6393671 51.0589734, 13.6392569 51.0589902)",,,,,,,,,,
8935694647,92307034,0,91767581,secondary,,Lockwitzgrund,False,False,48.34717944808003,"LINESTRING (13.8009101 50.9842186, 13.8002566 50.9840779)",,2,,,,S 183,,,,
8935694647,86644275,0,"[91767581, 141328886]",secondary,30,Lockwitzgrund,False,True,90.15305386591625,"LINESTRING (13.8009101 50.9842186, 13.8012679 50.9842956, 13.8013935 50.984332, 13.8015691 50.9843902, 13.8017863 50.9844721, 13.8019284 50.9845246, 13.80205 50.9845852)",,2,,,,S 183,,,,
10201212030,1854509227,0,366341918,tertiary,50,Ostra-Allee,False,False,14.435617478970604,"LINESTRING (13.7279963 51.0571723, 13.7280957 51.0570585)",,,,,11.1,,,,,
10201212030,2403640605,0,366341918,tertiary,50,Ostra-Allee,False,True,33.10890632598952,"LINESTRING (13.7279963 51.0571723, 13.7277683 51.0574333)",,,,,11.1,,,,,
10926325898,2550321350,0,363907551,pedestrian,,Jüdenhof,False,False,45.314702524196875,"LINESTRING (13.7397692 51.0517116, 13.7394803 51.0516905, 13.7393975 51.0516884, 13.7393309 51.0516961, 13.7392283 51.0517176, 13.7391347 51.0517373)",,,,,,,,,,
10926325898,10926325899,0,1175913224,pedestrian,,Neumarkt,False,True,67.33139425492055,"LINESTRING (13.7397692 51.0517116, 13.7398532 51.0515128, 13.7401132 51.0511479)",,,,,,,,,,
10926325899,10926325898,0,1175913224,pedestrian,,Neumarkt,False,False,67.33139425492055,"LINESTRING (13.7401132 51.0511479, 13.7398532 51.0515128, 13.7397692 51.0517116)",,,,,,,,,,
10926325899,279872628,0,1175913224,pedestrian,,Neumarkt,False,True,24.100351405876115,"LINESTRING (13.7401132 51.0511479, 13.7402195 51.0509988, 13.7402552 51.0509504)",,,,,,,,,,
11158723156,3586382638,0,"[352633794, 352633787, 352860508]","['pedestrian', 'steps', 'footway']",,Altmarkt,False,"[False, True]",13.702452484828266,"LINESTRING (13.7378752 51.0493677, 13.7378998 51.049366, 13.7379016 51.0493764, 13.7379128 51.0494417, 13.7379154 51.0494576, 13.7378908 51.0494592)",,,,,1,,,building_passage,,
11158723156,3586382638,1,"[352633794, 352860508, 352860501]","['pedestrian', 'steps', 'footway']",,Altmarkt,False,"[False, True]",13.700257154014885,"LINESTRING (13.7378752 51.0493677, 13.7378505 51.0493694, 13.7378523 51.0493797, 13.7378635 51.0494449, 13.7378662 51.0494609, 13.7378908 51.0494592)",,,,,1,,,building_passage,,
12057153505,1550380580,0,"[1385283960, 28425010, 161571150]",tertiary,20,Wilsdruffer Straße,True,False,65.1878099637561,"LINESTRING (13.7363035 51.0506167, 13.7360219 51.0506523, 13.7358217 51.0506761, 13.7357509 51.0506798, 13.7356152 51.0506753, 13.7355028 51.0506815, 13.7353834 51.0506967)",,"['1', '2']",,,,,,,,
12188571428,272354680,0,4265202,unclassified,50,Neustädter Markt,False,True,24.22023087435577,"LINESTRING (13.7407508 51.0569854, 13.7406117 51.0567859)",,,,,,,,,,
12188571428,2410944130,0,60611109,unclassified,50,Neustädter Markt,False,False,64.36664209227602,"LINESTRING (13.7407508 51.0569854, 13.7410976 51.0574774, 13.7411267 51.0575138)",,2,,,,,,,,
