Entity;Type;Link;latitude;longitude;geocode_query;geocode_status;Subfolder;SourceFileStem;distance_to_dresden_km
Dresden;Location;https://en.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;180;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;184;0.13293315314514328
Zwinger (Zwingergebäude);Location;https://de.wikipedia.org/wiki/Zwinger_(Dresden);51.0530296;13.7349775;Zwinger (Dresden);ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;184;0.33444218636878353
Zwinger;Location;https://de.wikipedia.org/wiki/Zwinger_(Dresden);51.0530296;13.7349775;Zwinger;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;186;0.33444218636878353
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;186;0.13293315314514328
Japanisches Palais;Location;https://de.wikipedia.org/wiki/Japanisches_Palais;51.0598716;13.737341;Japanisches Palais;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;187;1.053199220547425
Pirnaischer Tor;Location;https://de.wikipedia.org/wiki/Pirnaischer_Tor;51.047784;13.7449791;Pirnaisches Tor;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;189;0.6105430541126569
Pirna;Location;https://de.wikipedia.org/wiki/Pirna;50.9616923;13.9386643;Pirna;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;189;17.198782687222987
Pirnaische Vorstadt;Location;https://de.wikipedia.org/wiki/Pirnaische_Vorstadt;51.0489849;13.7495667;Pirnaische Vorstadt;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;190;0.8717893368985024
Großer Garten (Dresden);Location;https://de.wikipedia.org/wiki/Großer_Garten_(Dresden);51.0370109;13.7673639;Großer Garten (Dresden);ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;190;2.5756810819047247
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;194;0.13293315314514328
Kreuzkirche;Location;https://de.wikipedia.org/wiki/Kreuzkirche_(Dresden);51.0487258;13.7392255;Kreuzkirche;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;196;0.22972383500968407
Schloss (Residenzschloss Dresden);Location;https://de.wikipedia.org/wiki/Residenzschloss_(Dresden);51.0525674;13.7366105;Residenzschloss Dresden;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;196;0.24577605419692458
Kreuzkirche;Location;https://de.wikipedia.org/wiki/Kreuzkirche_(Dresden);51.0487258;13.7392255;Kreuzkirche;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;197;0.22972383500968407
Elbe‑Bridge;Location;https://de.wikipedia.org/wiki/Elbbr%C3%BCcke_(Dresden);51.0732633;13.6722252;Elbebrücke (Dresden);ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;198;5.210057408834762
Großer Garten (Dresden);Location;https://de.wikipedia.org/wiki/Gro%C3%9Fer_Garten_(Dresden);51.0370109;13.7673639;Großer Garten (Dresden);ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;200;2.5756810819047247
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;200;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;201;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;202;0.13293315314514328
Pillnitz;Location;https://de.wikipedia.org/wiki/Pillnitz_(Dresden);51.0126628;13.8713801;Pillnitz;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;202;10.272337221479125
Borsberg;Location;https://de.wikipedia.org/wiki/Borsberg;51.0127446;13.8958848;Borsberg;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;202;11.853906116791585
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;203;0.13293315314514328
Weißeritz;Location;https://de.wikipedia.org/wiki/Weißeritz;51.0191561;13.677797;Weißeritz;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;203;5.420478851941373
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;204;0.13293315314514328
Pesterwitz;Location;https://de.wikipedia.org/wiki/Pesterwitz;51.0281105;13.6539668;Pesterwitz;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;204;6.331743079927993
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;031_1782_Bemerkungen_über_verschiedene_Gegenstände_auf_einer_Reise_durch_einige_deutsche_Provinzen;207;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;032_1782_Reise_von_Dresden_nach_Teplitz_in_Böhmen;29;0.13293315314514328
Pillnitz;Location;https://de.wikipedia.org/wiki/Pillnitz;51.0126628;13.8713801;Pillnitz;ok;032_1782_Reise_von_Dresden_nach_Teplitz_in_Böhmen;29;10.272337221479125
Schlossre Sed-Uxy;Location;;50.9596199;13.8845936;Schloss Sedlitz;ok;032_1782_Reise_von_Dresden_nach_Teplitz_in_Böhmen;29;14.426033468037668
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;036_1783_Briefe_eines_reisenden_Franzosen_über_Deutschland._An_seinen_Bruder_zu_Paris;11;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;036_1783_Briefe_eines_reisenden_Franzosen_über_Deutschland._An_seinen_Bruder_zu_Paris;13;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;036_1783_Briefe_eines_reisenden_Franzosen_über_Deutschland._An_seinen_Bruder_zu_Paris;6;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;036_1783_Briefe_eines_reisenden_Franzosen_über_Deutschland._An_seinen_Bruder_zu_Paris;7;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;037_1783_Bemerkungen_auf_einer_Reise_durch_die_Lausitz_und_Sachsen;127;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;037_1783_Bemerkungen_auf_einer_Reise_durch_die_Lausitz_und_Sachsen;128;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;037_1783_Bemerkungen_auf_einer_Reise_durch_die_Lausitz_und_Sachsen;129;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;045_1785_Eine_Frühlingsreise_über_Halle,_Leipzig_und_Altenburg_nach_Dresden_im_Jahre_1784;373;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen;00000111.tif.original;0.13293315314514328
Schlosskirche (Dresden);Location;https://de.wikipedia.org/wiki/Schlosskirche_(Dresden);50.9875398;13.8088057;Schlosskirche (Dresden);ok;046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen;00000112.tif.original;8.594989323551241
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen;00000119.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen;00000120.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen;00000124.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen;00000125.tif.original;0.13293315314514328
Zwinger;Location;https://de.wikipedia.org/wiki/Zwinger_(Dresden);51.0530296;13.7349775;Zwinger;ok;046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen;00000126.tif.original;0.33444218636878353
Semperoper;Location;https://de.wikipedia.org/wiki/Semperoper;51.0545399;13.7352265;Semperoper;ok;046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen;00000126.tif.original;0.48261322474205404
Gemäldegalerie Alte Meister;Location;https://de.wikipedia.org/wiki/Gem%C3%A4ldegalerie_Alte_Meister;51.0534657;13.7346385;Gemäldegalerie Alte Meister;ok;046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen;00000126.tif.original;0.3883502909329909
Altstadt (Dresden);Location;https://de.wikipedia.org/wiki/Altstadt_(Dresden);51.0523842;13.7381876;Altstadt (Dresden);ok;046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen;00000126.tif.original;0.22919071582787018
Pirna;Location;https://de.wikipedia.org/wiki/Pirna;50.9616923;13.9386643;Pirna;ok;046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen;00000126.tif.original;17.198782687222987
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen;00000127.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen;00000128.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen;00000129.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen;00000131.tif.original;0.13293315314514328
St. Georg (Dresden);Location;https://de.wikipedia.org/wiki/St._Georg_(Dresden);51.046982;13.7603427;St. Georg (Dresden);ok;046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen;00000131.tif.original;1.6550050548930628
Zwinger;Location;https://de.wikipedia.org/wiki/Zwinger_(Dresden);51.0530296;13.7349775;Zwinger;ok;046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen;00000132.tif.original;0.33444218636878353
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen;00000132.tif.original;0.13293315314514328
Jägerhof;Location;https://de.wikipedia.org/wiki/Jägerhof_(Dresden);51.0577875;13.7438688;Jägerhof;ok;046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen;00000138.tif.original;0.9410565097750583
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;143;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;144;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;145;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;146;0.13293315314514328
Alt‑dresden;Location;https://de.wikipedia.org/wiki/Altstadt_(Dresden);51.049818;13.6989222;Alt‑dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;147;2.68345501748464
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;150;0.13293315314514328
Neustädter Markt;Location;https://de.wikipedia.org/wiki/Neustädter_Markt_(Dresden);51.0582347;13.7414251;Neustädter Markt;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;151;0.9176526061794544
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;154;0.13293315314514328
Plauenschen Grunde;Location;https://de.wikipedia.org/wiki/Plauenscher_Grund;51.0230112;13.699525;Plauenscher Grund;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;154;4.031320384215671
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;157;0.13293315314514328
Weißeritz;Location;https://de.wikipedia.org/wiki/Weißeritz;51.0191561;13.677797;Weißeritz;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;157;5.420478851941373
Zwinger;Location;https://de.wikipedia.org/wiki/Zwinger_(Dresden);51.0530296;13.7349775;Zwinger;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;157;0.33444218636878353
Brühlscher Garten;Location;https://de.wikipedia.org/wiki/Brühlscher_Garten;51.0528256;13.7449443;Brühlscher Garten;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;157;0.598545920766925
Brühlschen Garten;Location;;51.0521957;13.7452865;Brühlschen Garten;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;158;0.5928902758133366
Plauenschen Grunde;Location;https://de.wikipedia.org/wiki/Plauenscher_Grund;51.0230112;13.699525;Plauenscher Grund;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;161;4.031320384215671
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;161;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;162;0.13293315314514328
Pillnitz;Location;https://de.wikipedia.org/wiki/Pillnitz_(Dresden);51.0126628;13.8713801;Pillnitz;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;163;10.272337221479125
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;163;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;164;0.13293315314514328
Pillnitz;Location;https://de.wikipedia.org/wiki/Pillnitz_(Dresden);51.0126628;13.8713801;Pillnitz;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;164;10.272337221479125
Porsberg;Location;;51.0127316;13.903553;Porsberg;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;164;12.357517333869541
Borsberg;Location;;51.0127446;13.8958848;Borsberg;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;166;11.853906116791585
Pillnitz;Location;https://de.wikipedia.org/wiki/Pillnitz;51.0126628;13.8713801;Pillnitz;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;166;10.272337221479125
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;166;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;167;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;168;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;180;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;183;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;184;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;185;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;188;0.13293315314514328
Dresden;Place;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;189;0.13293315314514328
Alt-Dresden;Place;https://de.wikipedia.org/wiki/Altstadt_(Dresden);51.049818;13.6989222;Alt-Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;189;2.68345501748464
Pillnitz;Location;https://de.wikipedia.org/wiki/Pillnitz_(Dresden);51.0126628;13.8713801;Pillnitz;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;190;10.272337221479125
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;190;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;191;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;192;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;193;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;194;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;197;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;199;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;200;0.13293315314514328
Pillnitz;Location;https://de.wikipedia.org/wiki/Pillnitz_(Dresden);51.0126628;13.8713801;Pillnitz;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;201;10.272337221479125
Kreuzkirche;Location;https://de.wikipedia.org/wiki/Kreuzkirche_(Dresden);51.0487258;13.7392255;Kreuzkirche;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;201;0.22972383500968407
Kesidenz;Location;;51.0322245;13.5942849;Kesselsdorf;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;202;10.20110488619748
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;202;0.13293315314514328
Dreslen;Location;;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;202;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;203;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;204;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;206;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;208;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;209;0.13293315314514328
Dresden;Location;https://en.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;212;0.13293315314514328
Pirnschen;Location;https://en.wikipedia.org/wiki/Pirna;50.9616923;13.9386643;Pirna;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;212;17.198782687222987
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;214;0.13293315314514328
Rustkammer;Location;https://de.wikipedia.org/wiki/Dresdner_Kunstkammer;51.0525437;13.7374376;Rustkammer;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;214;0.238562861861314
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;049_1786_Kleine_Wanderungen_durch_Teutschland;215;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;050_1786_Briefe_über_Sachsen_von_einem_Reisenden;59;0.13293315314514328
Pesterwitz;Location;https://de.wikipedia.org/wiki/Pesterwitz;51.0281105;13.6539668;Pesterwitz;ok;050_1786_Briefe_über_Sachsen_von_einem_Reisenden;59;6.331743079927993
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;050_1786_Briefe_über_Sachsen_von_einem_Reisenden;60;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;050_1786_Briefe_über_Sachsen_von_einem_Reisenden;61;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;050_1786_Briefe_über_Sachsen_von_einem_Reisenden;62;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;050_1786_Briefe_über_Sachsen_von_einem_Reisenden;65;0.13293315314514328
Japanisches Palais;Location;https://de.wikipedia.org/wiki/Japanisches_Palais;51.0598716;13.737341;Japanisches Palais;ok;050_1786_Briefe_über_Sachsen_von_einem_Reisenden;68;1.053199220547425
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;051_1786_Briefe_über_Sachsen_von_einem_Reisenden;55;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;052_1786_Briefe_über_Sachsen_von_einem_Reisenden;52;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;053_1786_Briefe_über_Sachsen_von_einem_Reisenden;50;0.13293315314514328
Pirna;Location;https://de.wikipedia.org/wiki/Pirna;50.9616923;13.9386643;Pirna;ok;054_1786_Briefe_über_Sachsen_von_einem_Reisenden;47;17.198782687222987
Pillnitz;Location;https://de.wikipedia.org/wiki/Pillnitz_(Dresden);51.0126628;13.8713801;Pillnitz;ok;054_1786_Briefe_über_Sachsen_von_einem_Reisenden;47;10.272337221479125
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;055_1786_Briefe_über_Sachsen_von_einem_Reisenden;16;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;055_1786_Briefe_über_Sachsen_von_einem_Reisenden;17;0.13293315314514328
Vorstadt Dresden;Location;https://de.wikipedia.org/wiki/Dresden-Vorstadt;51.0489849;13.7495667;Vorstadt Dresden;ok;055_1786_Briefe_über_Sachsen_von_einem_Reisenden;17;0.8717893368985024
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;055_1786_Briefe_über_Sachsen_von_einem_Reisenden;18;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;055_1786_Briefe_über_Sachsen_von_einem_Reisenden;19;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;055_1786_Briefe_über_Sachsen_von_einem_Reisenden;20;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;055_1786_Briefe_über_Sachsen_von_einem_Reisenden;21;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;055_1786_Briefe_über_Sachsen_von_einem_Reisenden;24;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;055_1786_Briefe_über_Sachsen_von_einem_Reisenden;26;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;055_1786_Briefe_über_Sachsen_von_einem_Reisenden;29;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;055_1786_Briefe_über_Sachsen_von_einem_Reisenden;30;0.13293315314514328
